videoID,url,timestamp,caption,matching_score,desirable_filtering,shot_boundary_detection
goFVLFyR2as,https://www.youtube.com/watch?v=goFVLFyR2as,"[['0:00:00.480', '0:00:04.520'], ['0:00:17.480', '0:00:37.520'], ['0:03:06.760', '0:03:40.760']]","['A large group of animals in the jungle.', 'A hedgehog is walking on grass.', 'An animal that is laying down on a pink blanket.']","[0.447265625, 0.4599609375, 0.43408203125]","['1_still_foreground_image', '0_low_desirable_score', '1_still_foreground_image']","[[['0:00:00.000', '0:00:04.000']], [['0:00:00.000', '0:00:13.840'], ['0:00:13.880', '0:00:20.000']], [['0:00:00.000', '0:00:33.960']]]"
gqkS2e584-I,https://www.youtube.com/watch?v=gqkS2e584-I,"[['0:00:02.000', '0:00:18.280'], ['0:00:41.400', '0:00:43.960'], ['0:00:58.560', '0:01:03.560']]","['There is a pink and purple bottle filled with glitter on a table.', 'A person is putting a lid on a glass jar.', 'Three glasses of water are lined up on a white table, each with a small amount of blue food coloring dissolved in it.']","[0.455810546875, 0.4482421875, 0.43701171875]","['2_tiny_camera_movement', 'desirable', 'desirable']","[[['0:00:00.000', '0:00:04.400'], ['0:00:04.440', '0:00:13.600'], ['0:00:13.640', '0:00:16.240']], [['0:00:00.000', '0:00:01.440'], ['0:00:01.480', '0:00:02.520']], [['0:00:00.000', '0:00:04.960']]]"
grnLfU4-7t0,https://www.youtube.com/watch?v=grnLfU4-7t0,"[['0:00:10.944', '0:00:58.992'], ['0:01:58.885', '0:02:46.933'], ['0:03:43.289', '0:03:51.531']]","['A person holding an iphone next to a rubiks cube.', ""A person holding an iphone next to a rubik's cube."", ""A person's hand on a table next to a rubik's cube.""]","[0.485107421875, 0.480712890625, 0.44970703125]","['desirable', 'desirable', 'desirable']","[[['0:00:00.000', '0:00:48.014']], [['0:00:00.000', '0:00:48.014']], [['0:00:00.000', '0:00:08.208']]]"
gwnzcupTjwg,https://www.youtube.com/watch?v=gwnzcupTjwg,"[['0:00:02.625', '0:00:06.375'], ['0:00:13.500', '0:01:01.500'], ['0:06:59.791', '0:07:02.458']]","['A close up of the word ""videofort"" on a black background.', 'The user is using a software to turn any object into a mesh or grid effect.', 'It is a black background with white text that reads ""cinema 4d: turn anything into mesh"".']","[0.452880859375, 0.467529296875, 0.478271484375]","['0_low_desirable_score', '4_computer_screen_recording', '1_still_foreground_image']","[[['0:00:00.000', '0:00:03.708']], [['0:00:00.000', '0:00:00.958'], ['0:00:01.000', '0:00:05.791'], ['0:00:05.833', '0:00:10.958'], ['0:00:11.000', '0:00:13.458'], ['0:00:13.500', '0:00:17.333'], ['0:00:17.375', '0:00:20.875'], ['0:00:20.916', '0:00:47.958']], [['0:00:00.000', '0:00:02.625']]]"
h0vQUICe-Zk,https://www.youtube.com/watch?v=h0vQUICe-Zk,"[['0:00:09.783', '0:00:25.050'], ['0:01:03.033', '0:01:51.033'], ['0:02:03.916', '0:02:11.916']]","['The gamer is playing a racing game and winning the race.', 'A computer screen showing the settings menu.', 'The user is using a computer to play a video game.']","[0.454345703125, 0.465087890625, 0.441650390625]","['desirable', '4_computer_screen_recording', '4_computer_screen_recording']","[[['0:00:00.000', '0:00:04.833'], ['0:00:04.850', '0:00:11.683'], ['0:00:11.700', '0:00:15.266']], [['0:00:00.000', '0:00:42.800'], ['0:00:42.816', '0:00:47.983']], [['0:00:00.000', '0:00:02.616'], ['0:00:02.633', '0:00:08.000']]]"
h1cbgTThIY4,https://www.youtube.com/watch?v=h1cbgTThIY4,"[['0:00:34.534', '0:00:44.611'], ['0:00:58.958', '0:01:02.762'], ['0:03:08.454', '0:03:11.558']]","['The speaker is wearing a suit and tie, sitting on a couch, and talking about the challenges of communicating with patients and colleagues in the medical field.', 'A bearded man in glasses and a suit is sitting on a couch and talking to the camera.', 'A woman is sitting on a couch and talking to a person on the show.']","[0.45703125, 0.479248046875, 0.455322265625]","['desirable', 'desirable', 'desirable']","[[['0:00:00.000', '0:00:10.076']], [['0:00:00.000', '0:00:03.770']], [['0:00:00.000', '0:00:03.103']]]"
h8Nhvf_l42o,https://www.youtube.com/watch?v=h8Nhvf_l42o,"[['0:00:19.333', '0:00:23.333'], ['0:00:30.066', '0:00:40.233'], ['0:01:15.200', '0:01:27.200']]","['A blurry image of a hockey rink with a logo on it.', 'Two men standing next to each other in front of a hockey rink.', 'The hockey trophy is on display in a museum.']","[0.45654296875, 0.4619140625, 0.461669921875]","['desirable', 'desirable', 'desirable']","[[['0:00:00.000', '0:00:04.000']], [['0:00:00.000', '0:00:10.133']], [['0:00:00.000', '0:00:09.000'], ['0:00:09.066', '0:00:12.000']]]"
h99l5CIvZ3A,https://www.youtube.com/watch?v=h99l5CIvZ3A,"[['0:00:01.468', '0:00:05.271'], ['0:00:20.387', '0:00:24.391'], ['0:01:05.165', '0:01:12.439']]","['A man is sitting at a desk in front of two computer monitors and talking to the camera.', ""It is a person standing in front of a family dollar store, the person is wearing a white shirt and the store's sign is visible in the background."", 'A man is sitting in front of a refrigerator and talking to the camera.']","[0.47119140625, 0.439453125, 0.44140625]","['desirable', 'desirable', '3_screen_in_screen']","[[['0:00:00.000', '0:00:03.770']], [['0:00:00.000', '0:00:03.970']], [['0:00:00.000', '0:00:07.240']]]"
hAyHKHxg0YY,https://www.youtube.com/watch?v=hAyHKHxg0YY,"[['0:00:00.400', '0:00:03.636'], ['0:00:05.305', '0:00:10.410'], ['0:05:45.178', '0:05:49.582']]","['The logo for fight hub tv.', 'An older man is speaking into a microphone at an event.', 'The fight hub tv logo on a black background.']","[0.478271484375, 0.4580078125, 0.4775390625]","['1_still_foreground_image', 'desirable', '1_still_foreground_image']","[[['0:00:00.000', '0:00:03.203']], [['0:00:00.066', '0:00:05.071']], [['0:00:00.000', '0:00:04.404']]]"
hC2CLO7q-JM,https://www.youtube.com/watch?v=hC2CLO7q-JM,"[['0:00:09.309', '0:00:27.727'], ['0:02:59.979', '0:03:31.811'], ['0:04:57.096', '0:05:02.468']]","['A man is talking to the camera in a kitchen.', 'Two pieces of meat are being grilled on a gas stove.', 'There is a black metal box on the ground with a red handle.']","[0.470458984375, 0.458984375, 0.45068359375]","['desirable', 'desirable', 'desirable']","[[['0:00:00.000', '0:00:18.418']], [['0:00:00.000', '0:00:31.798']], [['0:00:00.000', '0:00:05.338']]]"
hCJOlvkE6r4,https://www.youtube.com/watch?v=hCJOlvkE6r4,"[['0:01:19.612', '0:01:25.885'], ['0:07:45.998', '0:07:50.036'], ['0:10:30.229', '0:10:35.368']]","['A person using a crochet hook to crochet a piece of yarn.', 'A hand holding a blue crochet ball on a white surface.', 'Two hands holding a crocheted toy turtle.']","[0.4580078125, 0.46630859375, 0.473388671875]","['desirable', 'desirable', 'desirable']","[[['0:00:00.000', '0:00:03.169'], ['0:00:03.236', '0:00:06.239']], [['0:00:00.000', '0:00:04.004']], [['0:00:00.000', '0:00:05.138']]]"
hD_nUFadfkA,https://www.youtube.com/watch?v=hD_nUFadfkA,"[['0:00:14.958', '0:00:22.958'], ['0:01:26.166', '0:01:30.125'], ['0:03:01.875', '0:03:06.166']]","['A young asian woman is sitting on a couch and pulling her socks off to reveal her bare feet.', 'A smiling man standing in a kitchen next to a refrigerator.', 'A woman is sitting on a couch and talking to the camera.']","[0.4453125, 0.455078125, 0.451171875]","['desirable', 'desirable', 'desirable']","[[['0:00:00.000', '0:00:08.000']], [['0:00:00.000', '0:00:03.916']], [['0:00:00.000', '0:00:04.250']]]"
hGtxSTo6Pow,https://www.youtube.com/watch?v=hGtxSTo6Pow,"[['0:02:15.168', '0:02:20.940'], ['0:02:22.408', '0:02:28.648'], ['0:03:18.965', '0:03:37.183']]","['There is a lot of rusty metal in a warehouse.', ""A close up of a person's hand on a metal fence."", 'There is a wooden structure made out of pallets in the backyard.']","[0.44287109375, 0.492919921875, 0.446533203125]","['desirable', 'desirable', 'desirable']","[[['0:00:00.000', '0:00:05.772']], [['0:00:00.000', '0:00:06.206']], [['0:00:00.000', '0:00:18.184']]]"
hINmaafT5FM,https://www.youtube.com/watch?v=hINmaafT5FM,"[['0:02:01.421', '0:02:13.399'], ['0:06:56.449', '0:07:09.796'], ['0:07:50.703', '0:08:03.249']]","['The person is making a christmas card by cutting out snowflakes from paper and gluing them onto a template.', 'A person holding a card with a snowflake design on it.', 'A person holding a bunch of cards and scrapbooking supplies.']","[0.441650390625, 0.463134765625, 0.468994140625]","['desirable', 'desirable', 'desirable']","[[['0:00:00.000', '0:00:11.945']], [['0:00:00.000', '0:00:13.313']], [['0:00:00.000', '0:00:12.512']]]"
hON1waoh-5I,https://www.youtube.com/watch?v=hON1waoh-5I,"[['0:00:26.040', '0:00:35.640'], ['0:03:03.040', '0:03:28.720'], ['0:05:27.880', '0:06:07.480']]","['A person is preparing food in a tin foil pan.', 'A large pan filled with food and other vegetables in a plastic container is next to a person at a table.', 'A woman is preparing a dish in a large metal tray, which appears to be a salad or casserole.']","[0.44140625, 0.431884765625, 0.44677734375]","['desirable', 'desirable', 'desirable']","[[['0:00:00.000', '0:00:09.560']], [['0:00:00.000', '0:00:25.640']], [['0:00:00.000', '0:00:28.080'], ['0:00:28.120', '0:00:29.080'], ['0:00:29.120', '0:00:39.560']]]"
hPcAT5nPhm8,https://www.youtube.com/watch?v=hPcAT5nPhm8,"[['0:01:34.160', '0:01:36.896'], ['0:02:05.892', '0:02:08.795'], ['0:02:28.281', '0:02:36.289']]","['A young man wearing headphones and a purple sweater is making a peace sign.', 'A man with glasses and headphones on a computer screen.', 'An advertisement for a video game.']","[0.456787109375, 0.46728515625, 0.436767578125]","['3_screen_in_screen', '3_screen_in_screen', '3_screen_in_screen']","[[['0:00:00.000', '0:00:02.702']], [['0:00:00.000', '0:00:02.869']], [['0:00:00.000', '0:00:07.974']]]"
hX6BQ_cIyVA,https://www.youtube.com/watch?v=hX6BQ_cIyVA,"[['0:00:13.208', '0:00:42.875'], ['0:01:18.916', '0:01:37.291'], ['0:03:30.333', '0:03:42.000']]","['A man is talking to the camera in an office.', 'The person is using a knife to slice potatoes on a wooden cutting board.', 'A person is using scissors to trim basil plants in a pot.']","[0.443359375, 0.455078125, 0.465087890625]","['desirable', 'desirable', 'desirable']","[[['0:00:00.000', '0:00:29.666']], [['0:00:00.000', '0:00:04.833'], ['0:00:04.875', '0:00:12.666'], ['0:00:12.708', '0:00:14.583'], ['0:00:14.625', '0:00:15.375'], ['0:00:15.416', '0:00:18.333']], [['0:00:00.000', '0:00:11.625']]]"
hYZAmWy3umg,https://www.youtube.com/watch?v=hYZAmWy3umg,"[['0:00:39.239', '0:00:45.912'], ['0:01:34.928', '0:01:37.063'], ['0:01:54.013', '0:01:56.983']]","['A woman pointing a gun at a bottle of wine.', 'A woman in a purple bikini posing for a picture.', 'A person is taking a selfie in the middle of a busy city street, surrounded by animated graphics and social media icons.']","[0.439453125, 0.46142578125, 0.43310546875]","['desirable', '1_still_foreground_image', '3_screen_in_screen']","[[['0:00:00.000', '0:00:06.673']], [['0:00:00.000', '0:00:02.102']], [['0:00:00.000', '0:00:02.936']]]"
hdNGTDaFQK8,https://www.youtube.com/watch?v=hdNGTDaFQK8,"[['0:00:57.833', '0:01:01.833'], ['0:05:13.500', '0:05:25.500'], ['0:05:27.500', '0:05:31.500']]","['A man wearing a hat in an office with a car in the background.', 'A couple of vans parked on the side of a street.', 'There is a white recreational vehicle parked on the side of a busy street with people walking by.']","[0.430419921875, 0.451416015625, 0.447265625]","['desirable', '1_still_foreground_image', '1_still_foreground_image']","[[['0:00:00.066', '0:00:03.333'], ['0:00:03.366', '0:00:03.966']], [['0:00:00.000', '0:00:05.366'], ['0:00:05.400', '0:00:11.966']], [['0:00:00.000', '0:00:03.966']]]"
he93dT3jFSI,https://www.youtube.com/watch?v=he93dT3jFSI,"[['0:00:26.559', '0:00:48.748'], ['0:01:29.489', '0:01:48.441'], ['0:02:42.428', '0:02:46.166']]","['A man is holding a game disc in a store and another man is looking at it.', 'There is a man standing in front of a shelf filled with video games, he is wearing a black t-shirt and appears to be holding something in his hand.', 'A man is holding a cd in his hand at a store.']","[0.470703125, 0.443359375, 0.465576171875]","['desirable', 'desirable', 'desirable']","[[['0:00:00.000', '0:00:22.155']], [['0:00:00.000', '0:00:18.952']], [['0:00:00.000', '0:00:03.737']]]"
hgXZPRAKHfE,https://www.youtube.com/watch?v=hgXZPRAKHfE,"[['0:00:37.460', '0:00:47.520'], ['0:01:04.260', '0:01:13.960'], ['0:01:15.820', '0:01:21.280']]","['A group of people practicing martial arts in a gym.', 'A fencer is practicing fencing in a gym.', 'Two children are playing chess in an outdoor setting.']","[0.4736328125, 0.46044921875, 0.462890625]","['desirable', 'desirable', 'desirable']","[[['0:00:00.000', '0:00:03.100'], ['0:00:03.120', '0:00:06.700'], ['0:00:06.720', '0:00:10.040']], [['0:00:00.000', '0:00:05.000'], ['0:00:05.020', '0:00:09.680']], [['0:00:00.000', '0:00:03.060'], ['0:00:03.080', '0:00:05.440']]]"
hi02yzJ_WRQ,https://www.youtube.com/watch?v=hi02yzJ_WRQ,"[['0:00:00.367', '0:00:03.436'], ['0:00:09.776', '0:00:57.824'], ['0:04:45.618', '0:04:48.588']]","['A black background with the words ""building a wildlife pond part 1 shaping the hole"".', 'A man in a green shirt is kneeling in the dirt.', 'A black background with the words check out part 2 installing the liner.']","[0.490478515625, 0.448486328125, 0.466064453125]","['1_still_foreground_image', 'desirable', '1_still_foreground_image']","[[['0:00:00.000', '0:00:03.036']], [['0:00:00.000', '0:00:23.156'], ['0:00:23.223', '0:00:48.014']], [['0:00:00.000', '0:00:02.936']]]"
hj6oaa0APSA,https://www.youtube.com/watch?v=hj6oaa0APSA,"[['0:00:14.200', '0:00:54.200'], ['0:01:05.200', '0:01:53.200'], ['0:08:53.440', '0:09:05.480']]","['A man in a batman t-shirt standing next to an ipad mini and a nexus.', 'A man wearing a batman t-shirt is standing in front of a black background.', 'A person is holding a phone with icons on it.']","[0.487548828125, 0.4658203125, 0.43310546875]","['3_screen_in_screen', 'desirable', '3_screen_in_screen']","[[['0:00:00.000', '0:00:39.960']], [['0:00:00.000', '0:00:47.960']], [['0:00:00.000', '0:00:12.000']]]"
hqw4SPNEm1g,https://www.youtube.com/watch?v=hqw4SPNEm1g,"[['0:00:15.548', '0:00:19.119'], ['0:00:35.835', '0:00:38.805'], ['0:01:13.473', '0:01:20.914']]","['People are looking at paintings on the wall at an exhibition in an art gallery.', 'A painting of a man with long hair and a beard is hanging on the wall.', 'A woman in an apron standing in front of a group of people.']","[0.468994140625, 0.472900390625, 0.4521484375]","['desirable', 'desirable', 'desirable']","[[['0:00:00.000', '0:00:03.570']], [['0:00:00.000', '0:00:02.969']], [['0:00:00.000', '0:00:07.407']]]"
hr3uFmoo7rs,https://www.youtube.com/watch?v=hr3uFmoo7rs,"[['0:00:16.520', '0:00:20.200'], ['0:00:48.240', '0:00:50.640'], ['0:01:24.800', '0:01:33.680']]","['A man holding his head in a soccer stadium.', 'A soccer player is running on the field and then falls down.', 'There is a soccer game happening in a stadium and the fans are waving flags and cheering.']","[0.4521484375, 0.442138671875, 0.442138671875]","['desirable', 'desirable', 'desirable']","[[['0:00:00.000', '0:00:03.640']], [['0:00:00.000', '0:00:02.360']], [['0:00:00.000', '0:00:01.240'], ['0:00:01.280', '0:00:06.800'], ['0:00:06.880', '0:00:08.840']]]"
hts8brzoWNQ,https://www.youtube.com/watch?v=hts8brzoWNQ,"[['0:01:10.195', '0:01:28.338'], ['0:04:18.466', '0:04:20.593'], ['0:08:21.459', '0:08:51.822']]","['Three people are posing in front of a table with cupcakes.', 'A man decorating a cupcake on a table.', 'A person is holding a cupcake with blue frosting on a plate.']","[0.4541015625, 0.44140625, 0.4677734375]","['desirable', 'desirable', 'desirable']","[[['0:00:00.000', '0:00:00.375'], ['0:00:00.417', '0:00:18.101']], [['0:00:00.000', '0:00:00.250'], ['0:00:00.291', '0:00:02.085']], [['0:00:00.000', '0:00:30.321']]]"
hwC3VFyzjdM,https://www.youtube.com/watch?v=hwC3VFyzjdM,"[['0:03:14.627', '0:03:19.065'], ['0:05:04.704', '0:05:08.608'], ['0:11:42.668', '0:11:44.770']]","['A person holding a yellow paper with a message on it.', 'A group of people playing in a water slide.', 'The person is wearing a black shirt and gray shorts, holding a yellow inflatable tube in one hand and a camera in the other.']","[0.49267578125, 0.462158203125, 0.4443359375]","['desirable', '3_screen_in_screen', 'desirable']","[[['0:00:00.000', '0:00:04.404']], [['0:00:00.000', '0:00:03.870']], [['0:00:00.000', '0:00:02.068']]]"
hwJaSVhn_9w,https://www.youtube.com/watch?v=hwJaSVhn_9w,"[['0:00:14.748', '0:00:57.357'], ['0:01:03.029', '0:01:06.066'], ['0:01:19.045', '0:01:27.353']]","['A man in a suit and tie talking on tv.', 'A man in a suit and tie talking on tv.', 'A man in a suit and tie talking on tv.']","[0.4697265625, 0.4619140625, 0.4697265625]","['desirable', 'desirable', 'desirable']","[[['0:00:00.000', '0:00:42.575']], [['0:00:00.000', '0:00:03.003']], [['0:00:00.000', '0:00:08.274']]]"
hzTuBUlanyA,https://www.youtube.com/watch?v=hzTuBUlanyA,"[['0:00:00.500', '0:00:04.504'], ['0:00:10.427', '0:00:14.472'], ['0:00:20.895', '0:01:08.943']]","[""A knitted shawl with the words let's knit."", 'Person in a bucket on a shelf in a store.', 'A person is holding a piece of paper with a crochet pattern on it.']","[0.447265625, 0.451171875, 0.453369140625]","['desirable', 'desirable', 'desirable']","[[['0:00:00.000', '0:00:01.584'], ['0:00:01.668', '0:00:03.962']], [['0:00:00.000', '0:00:04.004']], [['0:00:00.000', '0:00:48.006']]]"
hzmtscrYqco,https://www.youtube.com/watch?v=hzmtscrYqco,"[['0:00:12.946', '0:00:28.895'], ['0:00:39.305', '0:01:07.167'], ['0:07:58.377', '0:08:23.736']]","['A young man is standing in front of a blackboard with a green background.', 'A man is shuffling a deck of cards and performing a card trick.', 'A man standing in front of a sign that says the greatest card trick in the world.']","[0.43212890625, 0.484375, 0.438720703125]","['desirable', 'desirable', 'desirable']","[[['0:00:00.000', '0:00:15.915']], [['0:00:00.000', '0:00:27.861']], [['0:00:00.000', '0:00:25.325']]]"
hzvztDHqinU,https://www.youtube.com/watch?v=hzvztDHqinU,"[['0:00:31.920', '0:00:44.440'], ['0:05:01.680', '0:05:04.240'], ['0:07:47.440', '0:07:51.480']]","['A cartoon of a woman sitting on a plane.', 'A man washing his hands with soap and water running from the faucet in a bathroom sink.', 'A large plane is landing at an airport with lights in the sky.']","[0.434814453125, 0.46240234375, 0.47412109375]","['desirable', 'desirable', 'desirable']","[[['0:00:00.000', '0:00:12.480']], [['0:00:00.000', '0:00:02.520']], [['0:00:00.000', '0:00:04.000']]]"
i2-V2aBcl-Y,https://www.youtube.com/watch?v=i2-V2aBcl-Y,"[['0:00:01.534', '0:00:13.847'], ['0:00:17.550', '0:00:21.588'], ['0:01:13.840', '0:01:19.245']]","['The anchors are sitting at a news desk with a background of a city skyline.', 'A person is using a microchip implanted under their skin to open the front door of their home.', 'A person is using an implant chip on their hand.']","[0.462890625, 0.448486328125, 0.444091796875]","['desirable', 'desirable', '1_still_foreground_image']","[[['0:00:00.000', '0:00:12.312']], [['0:00:00.000', '0:00:00.233'], ['0:00:00.266', '0:00:02.469'], ['0:00:02.502', '0:00:04.037']], [['0:00:00.000', '0:00:02.168'], ['0:00:02.202', '0:00:03.370'], ['0:00:03.403', '0:00:04.671'], ['0:00:04.704', '0:00:05.372']]]"
i5XpfrAYJN0,https://www.youtube.com/watch?v=i5XpfrAYJN0,"[['0:01:42.166', '0:02:08.233'], ['0:02:42.933', '0:03:30.933'], ['0:06:26.633', '0:06:35.900']]","['A person is skating on an ice rink and using a hockey stick to move the puck around.', 'A man is skating on the ice in an indoor hockey rink.', 'A close up of a piece of metal on a table.']","[0.465576171875, 0.4599609375, 0.435791015625]","['desirable', 'desirable', 'desirable']","[[['0:00:00.000', '0:00:15.333'], ['0:00:15.366', '0:00:17.000'], ['0:00:17.033', '0:00:22.966'], ['0:00:23.033', '0:00:26.066']], [['0:00:00.000', '0:00:01.666'], ['0:00:01.700', '0:00:10.600'], ['0:00:10.633', '0:00:15.000'], ['0:00:15.033', '0:00:27.300'], ['0:00:27.333', '0:00:47.966']], [['0:00:00.000', '0:00:02.033'], ['0:00:02.066', '0:00:04.966'], ['0:00:05.000', '0:00:09.266']]]"
i8nebtYtJuY,https://www.youtube.com/watch?v=i8nebtYtJuY,"[['0:03:15.662', '0:03:42.388'], ['0:03:58.204', '0:04:19.859'], ['0:05:01.834', '0:05:15.748']]","['A close up of a wooden chest with a lock on it.', 'A wooden cabinet with drawers and a blue handle.', 'The speaker is a middle-aged man with glasses and a mustache, standing in front of a bookshelf.']","[0.462158203125, 0.43994140625, 0.48779296875]","['desirable', 'desirable', 'desirable']","[[['0:00:00.000', '0:00:16.516'], ['0:00:16.549', '0:00:26.693']], [['0:00:00.000', '0:00:21.654']], [['0:00:00.000', '0:00:13.880']]]"
i9yt_trCfBU,https://www.youtube.com/watch?v=i9yt_trCfBU,"[['0:00:05.505', '0:00:11.511'], ['0:00:20.420', '0:00:29.829'], ['0:02:31.584', '0:03:19.632']]","['A woman wearing a white shirt is standing in front of a pegboard with various tools hanging from it.', 'A person holding a rubber stamp on a piece of glass.', 'The person is using a nail polish remover to remove nail polish from a glass surface.']","[0.498291015625, 0.43359375, 0.443359375]","['desirable', 'desirable', 'desirable']","[[['0:00:00.000', '0:00:06.006']], [['0:00:00.000', '0:00:09.376']], [['0:00:00.000', '0:00:48.014']]]"
iABlvOrq4Jc,https://www.youtube.com/watch?v=iABlvOrq4Jc,"[['0:00:42.876', '0:00:46.079'], ['0:02:37.357', '0:02:40.560'], ['0:03:46.426', '0:03:49.245']]","['The worm is moving in a transparent container.', 'A person in white gloves holding a piece of wire.', 'A close up of a white object with a red spot on it.']","[0.47021484375, 0.456298828125, 0.44580078125]","['desirable', 'desirable', '0_low_desirable_score']","[[['0:00:00.000', '0:00:03.186']], [['0:00:00.000', '0:00:01.351'], ['0:00:01.368', '0:00:03.186']], [['0:00:00.000', '0:00:02.802']]]"
iFF38uKXJHg,https://www.youtube.com/watch?v=iFF38uKXJHg,"[['0:00:01.501', '0:00:06.840'], ['0:00:41.291', '0:00:47.338'], ['0:01:06.066', '0:01:29.547']]","['There is a group of people in a room, one person is holding a camera and filming the others.', 'A man in a hat is walking into a room with a camera.', 'A man is sitting in a chair while another person behind the camera films a scene from the movie.']","[0.47900390625, 0.4404296875, 0.48779296875]","['desirable', 'desirable', 'desirable']","[[['0:00:00.000', '0:00:05.296']], [['0:00:00.000', '0:00:06.006']], [['0:00:00.000', '0:00:23.440']]]"
iGS_3U7QG2g,https://www.youtube.com/watch?v=iGS_3U7QG2g,"[['0:01:05.233', '0:01:13.233'], ['0:01:41.533', '0:01:46.600'], ['0:04:11.600', '0:04:28.400']]","['A close up of a baby sticking their head through a door.', 'A close up of a baby sticking its head out of a cabinet.', 'A little girl is mixing something in a can.']","[0.447265625, 0.4306640625, 0.446533203125]","['desirable', 'desirable', 'desirable']","[[['0:00:00.000', '0:00:07.966']], [['0:00:00.000', '0:00:05.033']], [['0:00:00.000', '0:00:16.800']]]"
iKDtmV5xSv0,https://www.youtube.com/watch?v=iKDtmV5xSv0,"[['0:02:20.791', '0:02:26.750'], ['0:03:00.416', '0:03:03.000'], ['0:03:25.833', '0:03:28.166']]","['A group of people sitting in a room with a mirror.', 'A large group of people are standing in the middle of a waterfall, and they are pouring water over their heads.', 'A person holding a steering wheel in a dark room.']","[0.43798828125, 0.4716796875, 0.470947265625]","['desirable', 'desirable', 'desirable']","[[['0:00:00.000', '0:00:05.958']], [['0:00:00.000', '0:00:02.541']], [['0:00:00.000', '0:00:02.291']]]"
iL0nLqG8uXA,https://www.youtube.com/watch?v=iL0nLqG8uXA,"[['0:00:21.554', '0:01:09.602'], ['0:02:52.839', '0:02:58.745'], ['0:03:00.380', '0:03:07.887']]","['A man is standing on the floor in a bathroom. he is wearing a white shirt and appears to be working on something.', 'A person is using a tile cutter to cut tiles.', 'A man working on a tile floor in a room.']","[0.437255859375, 0.437744140625, 0.466552734375]","['desirable', 'desirable', 'desirable']","[[['0:00:00.000', '0:00:06.873'], ['0:00:06.906', '0:00:10.343'], ['0:00:10.410', '0:00:14.581'], ['0:00:14.614', '0:00:30.096'], ['0:00:30.130', '0:00:35.402'], ['0:00:35.435', '0:00:39.072'], ['0:00:39.105', '0:00:43.176'], ['0:00:43.209', '0:00:46.513'], ['0:00:46.579', '0:00:48.014']], [['0:00:00.000', '0:00:01.601'], ['0:00:01.634', '0:00:04.971'], ['0:00:05.005', '0:00:05.905']], [['0:00:00.000', '0:00:01.634'], ['0:00:01.668', '0:00:03.403'], ['0:00:03.436', '0:00:05.271'], ['0:00:05.305', '0:00:07.474']]]"
iLJXYzWrzOY,https://www.youtube.com/watch?v=iLJXYzWrzOY,"[['0:00:05.972', '0:00:14.047'], ['0:00:49.516', '0:01:37.564'], ['0:05:11.077', '0:05:59.125']]","['A man sitting in front of a wall with a guitar.', 'The guitar player is playing a chord progression on a fender telecaster electric guitar.', 'A young man is playing the guitar in front of a microphone while sitting on a chair.']","[0.442626953125, 0.46826171875, 0.45263671875]","['desirable', '3_screen_in_screen', 'desirable']","[[['0:00:00.000', '0:00:08.074']], [['0:00:00.000', '0:00:48.014']], [['0:00:00.000', '0:00:40.240'], ['0:00:40.273', '0:00:48.014']]]"
iOuMMuyS2yQ,https://www.youtube.com/watch?v=iOuMMuyS2yQ,"[['0:00:00.867', '0:00:08.008'], ['0:00:24.324', '0:00:27.193'], ['0:00:33.767', '0:00:37.804']]","['A news anchor on a television screen.', 'There is a door in an office space with drywall on one side and plywood on the other.', 'A man is standing on a ladder in a room that is being renovated.']","[0.447998046875, 0.434326171875, 0.451171875]","['3_screen_in_screen', 'desirable', 'desirable']","[[['0:00:00.000', '0:00:07.140']], [['0:00:00.000', '0:00:02.836']], [['0:00:00.000', '0:00:04.004']]]"
iQR529ihD8E,https://www.youtube.com/watch?v=iQR529ihD8E,"[['0:00:02.168', '0:00:19.619'], ['0:00:45.011', '0:00:56.022'], ['0:02:42.862', '0:02:46.299']]","['A female news anchor is sitting at a desk in front of an american flag.', 'A man in a suit is sitting at a desk and talking to the camera.', 'The young turks logo on a red background.']","[0.439208984375, 0.452880859375, 0.479736328125]","['desirable', '3_screen_in_screen', '1_still_foreground_image']","[[['0:00:00.000', '0:00:17.417']], [['0:00:00.000', '0:00:10.977']], [['0:00:00.000', '0:00:03.403']]]"
iUJuLL5JalA,https://www.youtube.com/watch?v=iUJuLL5JalA,"[['0:00:54.200', '0:00:57.700'], ['0:01:03.000', '0:01:14.166'], ['0:02:11.933', '0:02:14.600']]","['A woman is cooking food in a pan on a stove in a kitchen.', 'A woman is cooking onions in a pan on a stove.', 'A woman is cooking in a frying pan on a stove. she is frying meat and vegetables in the pan.']","[0.43603515625, 0.456298828125, 0.4375]","['desirable', 'desirable', 'desirable']","[[['0:00:00.000', '0:00:03.466']], [['0:00:00.000', '0:00:02.366'], ['0:00:02.433', '0:00:07.566'], ['0:00:07.633', '0:00:11.133']], [['0:00:00.000', '0:00:02.633']]]"
